Model,MSO56B
Channel,CH2,,Channel,CH3,,Channel,CH4,,Channel,CH5,,Channel,CH6
Label,,,Label,,,Label,,,Label,,,Label,
Waveform Type,ANALOG,,Waveform Type,ANALOG,,Waveform Type,ANALOG,,Waveform Type,ANALOG,,Waveform Type,ANALOG
Horizontal Units,s,,Horizontal Units,s,,Horizontal Units,s,,Horizontal Units,s,,Horizontal Units,s
Sample Interval,3.20000000e-10,,Sample Interval,3.20000000e-10,,Sample Interval,3.20000000e-10,,Sample Interval,3.20000000e-10,,Sample Interval,3.20000000e-10
Record Length,125000,,Record Length,125000,,Record Length,125000,,Record Length,125000,,Record Length,125000
Zero Index,18749.25000000,,Zero Index,18749.25000000,,Zero Index,18749.25000000,,Zero Index,18749.25000000,,Zero Index,18749.25000000
Vertical Units,V,,Vertical Units,V,,Vertical Units,V,,Vertical Units,V,,Vertical Units,A
,,,,,,,,,,,,,
ANALOG_Thumbnail,,,ANALOG_Thumbnail,,,ANALOG_Thumbnail,,,ANALOG_Thumbnail,,,ANALOG_Thumbnail,
yOffset,0.000000,,yOffset,0.000000,,yOffset,0.000000,,yOffset,0.000000,,yOffset,0.000000
yPosition,-3.000000,,yPosition,-3.000000,,yPosition,-3.000000,,yPosition,-3.000000,,yPosition,-3.000000

Labels,,,,,
TIME,CH2,CH3,CH4,CH5,CH6
-1.83528000e-06,2.17500000e+00,1.00500000e+02,1.97125000e+01,1.95375000e+01,2.88187500e+00
-1.83496000e-06,2.23750000e+00,1.00150000e+02,1.97500000e+01,1.96875000e+01,2.88218750e+00
-1.83464000e-06,2.45000000e+00,1.00700000e+02,1.97250000e+01,1.97125000e+01,2.88250000e+00
-1.83432000e-06,2.88750000e+00,1.00400000e+02,1.97000000e+01,1.98000000e+01,2.88218750e+00
-1.83400000e-06,2.51250000e+00,1.00100000e+02,1.97750000e+01,1.97375000e+01,2.88187500e+00
-1.83368000e-06,1.98750000e+00,1.00050000e+02,1.98000000e+01,1.96500000e+01,2.88187500e+00
-1.83336000e-06,2.35000000e+00,1.00600000e+02,1.97750000e+01,1.95875000e+01,2.88125000e+00
-1.83304000e-06,2.31250000e+00,1.00600000e+02,1.97125000e+01,1.97500000e+01,2.88093750e+00
-1.83272000e-06,2.85000000e+00,1.00650000e+02,1.97875000e+01,1.96625000e+01,2.88062500e+00
-1.83240000e-06,2.66250000e+00,1.00150000e+02,1.97000000e+01,1.97000000e+01,2.88093750e+00
-1.83208000e-06,2.33750000e+00,1.00600000e+02,1.96250000e+01,1.97625000e+01,2.88093750e+00
-1.83176000e-06,2.41250000e+00,1.00250000e+02,1.96375000e+01,1.96250000e+01,2.88093750e+00
-1.83144000e-06,2.62500000e+00,1.00300000e+02,1.98125000e+01,1.96375000e+01,2.88093750e+00
-1.83112000e-06,2.95000000e+00,1.00000000e+02,1.96500000e+01,1.96750000e+01,2.88062500e+00
-1.83080000e-06,2.41250000e+00,1.00500000e+02,1.97500000e+01,1.97000000e+01,2.88031250e+00
-1.83048000e-06,2.41250000e+00,1.00450000e+02,1.96125000e+01,1.96875000e+01,2.87937500e+00
-1.83016000e-06,2.98750000e+00,1.00650000e+02,1.97125000e+01,1.96125000e+01,2.87812500e+00
-1.82984000e-06,2.75000000e+00,1.00600000e+02,1.98750000e+01,1.97500000e+01,2.87687500e+00
-1.82952000e-06,2.08750000e+00,1.00500000e+02,1.98375000e+01,1.96750000e+01,2.87531250e+00
-1.82920000e-06,3.06250000e+00,1.00200000e+02,1.98000000e+01,1.97250000e+01,2.87406250e+00
-1.82888000e-06,2.63750000e+00,1.00350000e+02,1.96625000e+01,1.96750000e+01,2.87281250e+00
-1.82856000e-06,2.37500000e+00,1.00950000e+02,1.97750000e+01,1.96625000e+01,2.87218750e+00
-1.82824000e-06,2.58750000e+00,1.00650000e+02,1.96250000e+01,1.99000000e+01,2.87187500e+00
-1.82792000e-06,2.63750000e+00,1.00350000e+02,1.97000000e+01,1.96625000e+01,2.87156250e+00
-1.82760000e-06,2.32500000e+00,1.00350000e+02,1.96375000e+01,1.96125000e+01,2.87187500e+00
-1.82728000e-06,2.62500000e+00,1.00450000e+02,1.96750000e+01,1.97125000e+01,2.87218750e+00
-1.82696000e-06,2.42500000e+00,1.00400000e+02,1.97000000e+01,1.98125000e+01,2.87281250e+00
-1.82664000e-06,2.40000000e+00,1.00600000e+02,1.96875000e+01,1.97250000e+01,2.87375000e+00
-1.82632000e-06,2.90000000e+00,1.00300000e+02,1.96375000e+01,1.96375000e+01,2.87468750e+00
-1.82600000e-06,2.52500000e+00,1.01000000e+02,1.96750000e+01,1.96750000e+01,2.87593750e+00
-1.82568000e-06,1.91250000e+00,1.00900000e+02,1.98625000e+01,1.97125000e+01,2.87750000e+00
-1.82536000e-06,1.93750000e+00,1.00600000e+02,1.97250000e+01,1.96375000e+01,2.87937500e+00
-1.82504000e-06,2.68750000e+00,1.00850000e+02,1.97500000e+01,1.97500000e+01,2.88093750e+00
-1.82472000e-06,2.57500000e+00,1.00300000e+02,1.96625000e+01,1.96875000e+01,2.88281250e+00
-1.82440000e-06,2.52500000e+00,1.00900000e+02,1.97000000e+01,1.97125000e+01,2.88437500e+00
-1.82408000e-06,2.52500000e+00,1.00500000e+02,1.96750000e+01,1.97000000e+01,2.88531250e+00
-1.82376000e-06,2.33750000e+00,1.00750000e+02,1.97125000e+01,1.98000000e+01,2.88625000e+00
-1.82344000e-06,2.68750000e+00,1.00350000e+02,1.96750000e+01,1.98250000e+01,2.88625000e+00
-1.82312000e-06,2.42500000e+00,1.00000000e+02,1.96375000e+01,1.96750000e+01,2.88625000e+00
-1.82280000e-06,1.87500000e+00,1.00050000e+02,1.97000000e+01,1.95875000e+01,2.88562500e+00
-1.82248000e-06,3.01250000e+00,1.00650000e+02,1.98375000e+01,1.96250000e+01,2.88531250e+00
-1.82216000e-06,2.42500000e+00,1.00750000e+02,1.97625000e+01,1.96625000e+01,2.88500000e+00
-1.82184000e-06,2.27500000e+00,1.00500000e+02,1.96375000e+01,1.99125000e+01,2.88468750e+00
-1.82152000e-06,2.68750000e+00,1.00450000e+02,1.96750000e+01,1.98000000e+01,2.88500000e+00
-1.82120000e-06,2.38750000e+00,1.01000000e+02,1.97625000e+01,1.96250000e+01,2.88500000e+00
-1.82088000e-06,2.37500000e+00,1.00700000e+02,1.97375000e+01,1.97625000e+01,2.88593750e+00
-1.82056000e-06,2.22500000e+00,1.00950000e+02,1.97000000e+01,1.96625000e+01,2.88656250e+00
-1.82024000e-06,2.27500000e+00,1.00450000e+02,1.97000000e+01,1.96125000e+01,2.88718750e+00
-1.81992000e-06,2.63750000e+00,1.00050000e+02,1.96375000e+01,1.97375000e+01,2.88781250e+00
-1.81960000e-06,2.93750000e+00,1.00450000e+02,1.97125000e+01,1.97125000e+01,2.88843750e+00
-1.81928000e-06,2.57500000e+00,1.00550000e+02,1.96875000e+01,1.98000000e+01,2.88875000e+00
-1.81896000e-06,2.06250000e+00,9.99500000e+01,1.97000000e+01,1.96625000e+01,2.88875000e+00
-1.81864000e-06,2.02500000e+00,9.98500000e+01,1.98000000e+01,1.97000000e+01,2.88843750e+00
-1.81832000e-06,2.38750000e+00,1.01550000e+02,1.97375000e+01,1.96500000e+01,2.88750000e+00
-1.81800000e-06,2.56250000e+00,1.00900000e+02,1.96875000e+01,1.97500000e+01,2.88656250e+00
-1.81768000e-06,3.05000000e+00,1.00550000e+02,1.95625000e+01,1.96500000e+01,2.88562500e+00
-1.81736000e-06,2.11250000e+00,1.00300000e+02,1.97500000e+01,1.96250000e+01,2.88406250e+00
-1.81704000e-06,2.23750000e+00,1.00700000e+02,1.96500000e+01,1.95500000e+01,2.88281250e+00
-1.81672000e-06,2.20000000e+00,1.00000000e+02,1.97000000e+01,1.96500000e+01,2.88093750e+00
-1.81640000e-06,2.63750000e+00,1.00400000e+02,1.97250000e+01,1.97875000e+01,2.87968750e+00
-1.81608000e-06,2.35000000e+00,1.00050000e+02,1.97375000e+01,1.98500000e+01,2.87812500e+00
-1.81576000e-06,3.05000000e+00,1.00450000e+02,1.96625000e+01,1.97250000e+01,2.87687500e+00
-1.81544000e-06,2.57500000e+00,1.00400000e+02,1.96000000e+01,1.96750000e+01,2.87562500e+00
-1.81512000e-06,2.52500000e+00,1.00500000e+02,1.96875000e+01,1.97500000e+01,2.87468750e+00
-1.81480000e-06,2.53750000e+00,1.01000000e+02,1.97750000e+01,1.97125000e+01,2.87437500e+00
-1.81448000e-06,2.63750000e+00,1.01000000e+02,1.97625000e+01,1.96750000e+01,2.87437500e+00
-1.81416000e-06,1.68750000e+00,1.00400000e+02,1.96500000e+01,1.97875000e+01,2.87500000e+00
-1.81384000e-06,2.10000000e+00,1.00350000e+02,1.96500000e+01,1.98000000e+01,2.87562500e+00
-1.81352000e-06,2.95000000e+00,9.99500000e+01,1.97625000e+01,1.96000000e+01,2.87687500e+00
-1.81320000e-06,2.33750000e+00,1.00550000e+02,1.96625000e+01,1.97625000e+01,2.87875000e+00
-1.81288000e-06,2.43750000e+00,1.00400000e+02,1.98125000e+01,1.96500000e+01,2.88031250e+00
-1.81256000e-06,2.63750000e+00,1.00350000e+02,1.97750000e+01,1.97125000e+01,2.88218750e+00
-1.81224000e-06,2.48750000e+00,1.00900000e+02,1.96375000e+01,1.98125000e+01,2.88375000e+00
-1.81192000e-06,2.35000000e+00,1.00400000e+02,1.96500000e+01,1.97625000e+01,2.88500000e+00
-1.81160000e-06,2.31250000e+00,9.99500000e+01,1.96250000e+01,1.97125000e+01,2.88593750e+00
-1.81128000e-06,2.93750000e+00,1.00000000e+02,1.96750000e+01,1.97625000e+01,2.88656250e+00
-1.81096000e-06,2.13750000e+00,1.00950000e+02,1.97000000e+01,1.98625000e+01,2.88687500e+00
-1.81064000e-06,2.76250000e+00,1.00550000e+02,1.97000000e+01,1.96625000e+01,2.88687500e+00
-1.81032000e-06,2.68750000e+00,1.00450000e+02,1.97375000e+01,1.97125000e+01,2.88718750e+00
-1.81000000e-06,2.12500000e+00,1.00550000e+02,1.96625000e+01,1.97500000e+01,2.88750000e+00
-1.80968000e-06,2.48750000e+00,1.00550000e+02,1.97250000e+01,1.97125000e+01,2.88781250e+00
-1.80936000e-06,2.23750000e+00,1.00650000e+02,1.96750000e+01,1.97375000e+01,2.88875000e+00
-1.80904000e-06,2.11250000e+00,1.00700000e+02,1.97000000e+01,1.97750000e+01,2.88937500e+00
-1.80872000e-06,2.07500000e+00,1.00900000e+02,1.97000000e+01,1.97625000e+01,2.89031250e+00
-1.80840000e-06,2.32500000e+00,9.98500000e+01,1.97250000e+01,1.96125000e+01,2.89125000e+00
-1.80808000e-06,2.22500000e+00,1.00450000e+02,1.96875000e+01,1.96875000e+01,2.89250000e+00
-1.80776000e-06,2.15000000e+00,1.00500000e+02,1.97125000e+01,1.96250000e+01,2.89312500e+00
-1.80744000e-06,3.00000000e+00,1.00750000e+02,1.95875000e+01,1.97125000e+01,2.89406250e+00
-1.80712000e-06,2.57500000e+00,1.01050000e+02,1.96625000e+01,1.96375000e+01,2.89500000e+00
-1.80680000e-06,2.01250000e+00,1.00100000e+02,1.97000000e+01,1.96000000e+01,2.89562500e+00
-1.80648000e-06,2.18750000e+00,1.00500000e+02,1.98125000e+01,1.97250000e+01,2.89656250e+00
-1.80616000e-06,2.48750000e+00,1.00700000e+02,1.96625000e+01,1.97000000e+01,2.89750000e+00
-1.80584000e-06,2.23750000e+00,1.00850000e+02,1.97250000e+01,1.97375000e+01,2.89843750e+00
-1.80552000e-06,2.33750000e+00,1.00550000e+02,1.98625000e+01,1.96500000e+01,2.89968750e+00
-1.80520000e-06,2.47500000e+00,1.00550000e+02,1.96500000e+01,1.97000000e+01,2.90031250e+00
-1.80488000e-06,2.12500000e+00,1.00550000e+02,1.97250000e+01,1.95750000e+01,2.90093750e+00
-1.80456000e-06,2.28750000e+00,1.01000000e+02,1.97375000e+01,1.98125000e+01,2.90093750e+00
-1.80424000e-06,2.48750000e+00,1.00250000e+02,1.97500000e+01,1.97875000e+01,2.90031250e+00
-1.80392000e-06,2.17500000e+00,1.00700000e+02,1.96250000e+01,1.95750000e+01,2.89937500e+00
-1.80360000e-06,2.52500000e+00,1.00100000e+02,1.97625000e+01,1.97375000e+01,2.89781250e+00
-1.80328000e-06,2.27500000e+00,1.00600000e+02,1.97750000e+01,1.97750000e+01,2.89593750e+00
-1.80296000e-06,2.47500000e+00,1.00600000e+02,1.96625000e+01,1.96000000e+01,2.89375000e+00
-1.80264000e-06,2.13750000e+00,1.00400000e+02,1.96875000e+01,1.96625000e+01,2.89156250e+00
-1.80232000e-06,2.68750000e+00,1.00600000e+02,1.96125000e+01,1.97250000e+01,2.88937500e+00
-1.80200000e-06,2.47500000e+00,1.00900000e+02,1.97250000e+01,1.96625000e+01,2.88750000e+00
-1.80168000e-06,2.17500000e+00,1.00600000e+02,1.97875000e+01,1.98875000e+01,2.88593750e+00
-1.80136000e-06,2.38750000e+00,1.00950000e+02,1.96750000e+01,1.96500000e+01,2.88500000e+00
-1.80104000e-06,2.68750000e+00,1.00500000e+02,1.97625000e+01,1.97000000e+01,2.88468750e+00
-1.80072000e-06,2.17500000e+00,1.00500000e+02,1.96875000e+01,1.97500000e+01,2.88500000e+00
-1.80040000e-06,2.27500000e+00,1.00650000e+02,1.96750000e+01,1.97750000e+01,2.88593750e+00
-1.80008000e-06,2.47500000e+00,1.00700000e+02,1.97250000e+01,1.97000000e+01,2.88750000e+00
-1.79976000e-06,2.32500000e+00,1.00450000e+02,1.97250000e+01,1.97000000e+01,2.88906250e+00
-1.79944000e-06,2.47500000e+00,1.00750000e+02,1.96500000e+01,1.96875000e+01,2.89093750e+00
-1.79912000e-06,2.42500000e+00,1.00650000e+02,1.98125000e+01,1.97000000e+01,2.89250000e+00
-1.79880000e-06,2.42500000e+00,1.00800000e+02,1.96625000e+01,1.96125000e+01,2.89406250e+00
-1.79848000e-06,2.42500000e+00,1.00250000e+02,1.97125000e+01,1.97000000e+01,2.89531250e+00
-1.79816000e-06,2.62500000e+00,1.00400000e+02,1.97500000e+01,1.96500000e+01,2.89625000e+00
-1.79784000e-06,2.42500000e+00,1.00900000e+02,1.96750000e+01,1.97375000e+01,2.89687500e+00
-1.79752000e-06,2.47500000e+00,1.00500000e+02,1.96375000e+01,1.97750000e+01,2.89718750e+00
-1.79720000e-06,2.62500000e+00,1.00750000e+02,1.96125000e+01,1.96125000e+01,2.89750000e+00
-1.79688000e-06,2.52500000e+00,1.00400000e+02,1.96750000e+01,1.97000000e+01,2.89781250e+00
-1.79656000e-06,2.62500000e+00,1.00250000e+02,1.97625000e+01,1.97625000e+01,2.89812500e+00
-1.79624000e-06,2.17500000e+00,1.00700000e+02,1.98125000e+01,1.96375000e+01,2.89781250e+00
-1.79592000e-06,2.12500000e+00,1.00750000e+02,1.97750000e+01,1.96625000e+01,2.89812500e+00
-1.79560000e-06,2.05000000e+00,1.00400000e+02,1.97500000e+01,1.96625000e+01,2.89812500e+00
-1.79528000e-06,2.80000000e+00,1.00550000e+02,1.96000000e+01,1.96500000e+01,2.89781250e+00
-1.79496000e-06,2.68750000e+00,1.00650000e+02,1.96750000e+01,1.97125000e+01,2.89718750e+00
-1.79464000e-06,2.31250000e+00,1.00450000e+02,1.96250000e+01,1.97750000e+01,2.89687500e+00
-1.79432000e-06,2.91250000e+00,1.00650000e+02,1.97375000e+01,1.96625000e+01,2.89625000e+00
-1.79400000e-06,2.52500000e+00,1.00450000e+02,1.97375000e+01,1.97125000e+01,2.89562500e+00
-1.79368000e-06,2.48750000e+00,1.00500000e+02,1.96750000e+01,1.97500000e+01,2.89500000e+00
-1.79336000e-06,2.46250000e+00,1.00350000e+02,1.96750000e+01,1.97125000e+01,2.89437500e+00
-1.79304000e-06,2.70000000e+00,1.00300000e+02,1.96375000e+01,1.95875000e+01,2.89406250e+00
-1.79272000e-06,2.37500000e+00,1.00450000e+02,1.96250000e+01,1.97125000e+01,2.89375000e+00
-1.79240000e-06,2.17500000e+00,1.00150000e+02,1.96750000e+01,1.97000000e+01,2.89343750e+00
-1.79208000e-06,2.23750000e+00,1.00500000e+02,1.96750000e+01,1.96125000e+01,2.89312500e+00
-1.79176000e-06,2.48750000e+00,1.00450000e+02,1.97750000e+01,1.96750000e+01,2.89312500e+00
-1.79144000e-06,2.17500000e+00,1.00700000e+02,1.97250000e+01,1.96625000e+01,2.89312500e+00
-1.79112000e-06,2.12500000e+00,1.00800000e+02,1.96375000e+01,1.96750000e+01,2.89343750e+00
-1.79080000e-06,1.85000000e+00,1.00550000e+02,1.97375000e+01,1.97750000e+01,2.89375000e+00
-1.79048000e-06,2.30000000e+00,1.00250000e+02,1.96500000e+01,1.98375000e+01,2.89406250e+00
-1.79016000e-06,2.76250000e+00,1.00500000e+02,1.95375000e+01,1.96750000e+01,2.89500000e+00
-1.78984000e-06,2.80000000e+00,1.00350000e+02,1.97250000e+01,1.97875000e+01,2.89562500e+00
-1.78952000e-06,2.62500000e+00,1.00400000e+02,1.96625000e+01,1.98875000e+01,2.89687500e+00
-1.78920000e-06,2.68750000e+00,1.00700000e+02,1.96875000e+01,1.97250000e+01,2.89781250e+00
-1.78888000e-06,2.33750000e+00,1.00350000e+02,1.97500000e+01,1.95750000e+01,2.89875000e+00
-1.78856000e-06,2.33750000e+00,1.00150000e+02,1.96750000e+01,1.97000000e+01,2.89937500e+00
-1.78824000e-06,2.53750000e+00,1.00300000e+02,1.96750000e+01,1.96875000e+01,2.90000000e+00
-1.78792000e-06,2.27500000e+00,1.00350000e+02,1.96375000e+01,1.96125000e+01,2.90000000e+00
-1.78760000e-06,2.17500000e+00,1.00950000e+02,1.97250000e+01,1.97000000e+01,2.89968750e+00
-1.78728000e-06,2.15000000e+00,1.00950000e+02,1.96750000e+01,1.94875000e+01,2.89875000e+00
-1.78696000e-06,2.96250000e+00,1.00750000e+02,1.97750000e+01,1.95750000e+01,2.89750000e+00
-1.78664000e-06,2.55000000e+00,1.00650000e+02,1.98125000e+01,1.95000000e+01,2.89625000e+00
-1.78632000e-06,2.73750000e+00,1.00800000e+02,1.97375000e+01,1.97625000e+01,2.89500000e+00
-1.78600000e-06,2.17500000e+00,1.00100000e+02,1.97250000e+01,1.97125000e+01,2.89375000e+00
-1.78568000e-06,2.40000000e+00,1.00500000e+02,1.96875000e+01,1.96875000e+01,2.89281250e+00
-1.78536000e-06,2.38750000e+00,1.00350000e+02,1.96875000e+01,1.97000000e+01,2.89218750e+00
-1.78504000e-06,2.62500000e+00,1.00800000e+02,1.97000000e+01,1.96625000e+01,2.89187500e+00
-1.78472000e-06,2.18750000e+00,1.01200000e+02,1.97500000e+01,1.97250000e+01,2.89187500e+00
-1.78440000e-06,2.53750000e+00,1.00350000e+02,1.97625000e+01,1.97000000e+01,2.89156250e+00
-1.78408000e-06,2.27500000e+00,1.00250000e+02,1.97375000e+01,1.97375000e+01,2.89125000e+00
-1.78376000e-06,2.22500000e+00,1.00300000e+02,1.97125000e+01,1.96500000e+01,2.89031250e+00
-1.78344000e-06,2.06250000e+00,9.99500000e+01,1.96375000e+01,1.97125000e+01,2.88906250e+00
-1.78312000e-06,2.76250000e+00,1.00500000e+02,1.97000000e+01,1.99000000e+01,2.88781250e+00
-1.78280000e-06,2.63750000e+00,1.00600000e+02,1.96125000e+01,1.96500000e+01,2.88625000e+00
-1.78248000e-06,2.26250000e+00,1.00550000e+02,1.97625000e+01,1.97000000e+01,2.88468750e+00
-1.78216000e-06,3.21250000e+00,1.00300000e+02,1.98000000e+01,1.95875000e+01,2.88343750e+00
-1.78184000e-06,2.37500000e+00,1.00500000e+02,1.97875000e+01,1.96000000e+01,2.88281250e+00
-1.78152000e-06,1.98750000e+00,1.00250000e+02,1.97250000e+01,1.96875000e+01,2.88250000e+00
-1.78120000e-06,2.50000000e+00,1.00500000e+02,1.96375000e+01,1.97500000e+01,2.88281250e+00
-1.78088000e-06,2.35000000e+00,1.00250000e+02,1.97500000e+01,1.95625000e+01,2.88343750e+00
-1.78056000e-06,2.63750000e+00,1.00450000e+02,1.97500000e+01,1.97000000e+01,2.88437500e+00
-1.78024000e-06,2.50000000e+00,1.00750000e+02,1.96625000e+01,1.97625000e+01,2.88562500e+00
-1.77992000e-06,2.81250000e+00,1.00750000e+02,1.98250000e+01,1.96625000e+01,2.88656250e+00
-1.77960000e-06,2.95000000e+00,1.00700000e+02,1.98500000e+01,1.95625000e+01,2.88781250e+00
-1.77928000e-06,1.96250000e+00,1.00700000e+02,1.97000000e+01,1.96875000e+01,2.88875000e+00
-1.77896000e-06,1.76250000e+00,1.00550000e+02,1.97625000e+01,1.96500000e+01,2.89000000e+00
-1.77864000e-06,2.28750000e+00,1.00650000e+02,1.97000000e+01,1.97000000e+01,2.89125000e+00
-1.77832000e-06,2.12500000e+00,1.00400000e+02,1.96250000e+01,1.96625000e+01,2.89218750e+00
-1.77800000e-06,2.32500000e+00,1.00250000e+02,1.98625000e+01,1.96750000e+01,2.89312500e+00
-1.77768000e-06,2.17500000e+00,1.00400000e+02,1.98250000e+01,1.97250000e+01,2.89437500e+00
-1.77736000e-06,2.52500000e+00,9.99500000e+01,1.99125000e+01,1.96000000e+01,2.89531250e+00
-1.77704000e-06,2.42500000e+00,1.00500000e+02,1.97625000e+01,1.96500000e+01,2.89593750e+00
-1.77672000e-06,1.92500000e+00,1.01100000e+02,1.97500000e+01,1.95750000e+01,2.89656250e+00
-1.77640000e-06,1.85000000e+00,9.98500000e+01,1.97375000e+01,1.97750000e+01,2.89687500e+00
-1.77608000e-06,2.52500000e+00,1.00000000e+02,1.97250000e+01,1.97750000e+01,2.89687500e+00
-1.77576000e-06,2.62500000e+00,1.00500000e+02,1.97375000e+01,1.96875000e+01,2.89656250e+00
-1.77544000e-06,2.23750000e+00,1.00250000e+02,1.96250000e+01,1.98875000e+01,2.89593750e+00
-1.77512000e-06,2.51250000e+00,1.00450000e+02,1.98125000e+01,1.98375000e+01,2.89562500e+00
-1.77480000e-06,3.20000000e+00,1.00950000e+02,1.97000000e+01,1.96875000e+01,2.89531250e+00
-1.77448000e-06,2.66250000e+00,1.00500000e+02,1.97500000e+01,1.96250000e+01,2.89500000e+00
-1.77416000e-06,2.58750000e+00,1.00250000e+02,1.97750000e+01,1.97500000e+01,2.89500000e+00
-1.77384000e-06,2.35000000e+00,1.00350000e+02,1.96625000e+01,1.96875000e+01,2.89531250e+00
-1.77352000e-06,2.17500000e+00,1.00150000e+02,1.96750000e+01,1.97875000e+01,2.89593750e+00
-1.77320000e-06,1.78750000e+00,1.00250000e+02,1.97750000e+01,1.96875000e+01,2.89687500e+00
-1.77288000e-06,1.92500000e+00,1.00300000e+02,1.97125000e+01,1.97125000e+01,2.89718750e+00
-1.77256000e-06,1.98750000e+00,1.00250000e+02,1.96250000e+01,1.97250000e+01,2.89781250e+00
-1.77224000e-06,2.50000000e+00,1.00600000e+02,1.97125000e+01,1.96500000e+01,2.89781250e+00
-1.77192000e-06,2.83750000e+00,1.00600000e+02,1.97625000e+01,1.96500000e+01,2.89750000e+00
-1.77160000e-06,1.82500000e+00,1.00500000e+02,1.96750000e+01,1.95625000e+01,2.89687500e+00
-1.77128000e-06,1.72500000e+00,1.00450000e+02,1.96500000e+01,1.97125000e+01,2.89593750e+00
-1.77096000e-06,2.60000000e+00,1.00500000e+02,1.98500000e+01,1.97000000e+01,2.89500000e+00
-1.77064000e-06,2.47500000e+00,1.00650000e+02,1.97875000e+01,1.96875000e+01,2.89375000e+00
-1.77032000e-06,2.50000000e+00,1.00350000e+02,1.96500000e+01,1.98250000e+01,2.89281250e+00
-1.77000000e-06,2.78750000e+00,1.00050000e+02,1.96750000e+01,1.96625000e+01,2.89250000e+00
-1.76968000e-06,3.06250000e+00,1.00350000e+02,1.96625000e+01,1.97500000e+01,2.89281250e+00
-1.76936000e-06,2.37500000e+00,1.00700000e+02,1.98125000e+01,1.96625000e+01,2.89281250e+00
-1.76904000e-06,2.36250000e+00,1.00700000e+02,1.98000000e+01,1.96750000e+01,2.89343750e+00
-1.76872000e-06,2.96250000e+00,1.00400000e+02,1.97250000e+01,1.97250000e+01,2.89406250e+00
-1.76840000e-06,2.42500000e+00,1.00550000e+02,1.97125000e+01,1.96625000e+01,2.89500000e+00
-1.76808000e-06,2.13750000e+00,1.00000000e+02,1.96500000e+01,1.96125000e+01,2.89562500e+00
-1.76776000e-06,2.28750000e+00,1.00250000e+02,1.97500000e+01,1.97625000e+01,2.89562500e+00
-1.76744000e-06,2.42500000e+00,1.00400000e+02,1.97250000e+01,1.98250000e+01,2.89562500e+00
-1.76712000e-06,2.37500000e+00,1.00850000e+02,1.97875000e+01,1.97250000e+01,2.89500000e+00
-1.76680000e-06,2.62500000e+00,1.01000000e+02,1.96750000e+01,1.97625000e+01,2.89500000e+00
-1.76648000e-06,2.47500000e+00,1.00700000e+02,1.97000000e+01,1.97125000e+01,2.89468750e+00
-1.76616000e-06,2.58750000e+00,1.00150000e+02,1.96625000e+01,1.96875000e+01,2.89468750e+00
-1.76584000e-06,2.81250000e+00,1.00100000e+02,1.97750000e+01,1.98000000e+01,2.89562500e+00
-1.76552000e-06,2.85000000e+00,1.00750000e+02,1.97000000e+01,1.97250000e+01,2.89656250e+00
-1.76520000e-06,2.67500000e+00,1.00150000e+02,1.96875000e+01,1.96625000e+01,2.89812500e+00
-1.76488000e-06,2.37500000e+00,1.00300000e+02,1.97625000e+01,1.97125000e+01,2.90000000e+00
-1.76456000e-06,2.08750000e+00,1.00400000e+02,1.97250000e+01,1.97000000e+01,2.90156250e+00
-1.76424000e-06,2.28750000e+00,1.00550000e+02,1.96250000e+01,1.97000000e+01,2.90312500e+00
-1.76392000e-06,2.37500000e+00,1.01050000e+02,1.98000000e+01,1.97000000e+01,2.90437500e+00
-1.76360000e-06,2.47500000e+00,1.00800000e+02,1.97375000e+01,1.96250000e+01,2.90468750e+00
-1.76328000e-06,2.67500000e+00,1.00450000e+02,1.97250000e+01,1.96375000e+01,2.90500000e+00
-1.76296000e-06,2.57500000e+00,1.00650000e+02,1.97750000e+01,1.97125000e+01,2.90468750e+00
-1.76264000e-06,2.40000000e+00,1.00650000e+02,1.97125000e+01,1.96250000e+01,2.90406250e+00
-1.76232000e-06,2.82500000e+00,1.00150000e+02,1.96875000e+01,1.97500000e+01,2.90343750e+00
-1.76200000e-06,2.80000000e+00,1.00100000e+02,1.96750000e+01,1.97625000e+01,2.90312500e+00
-1.76168000e-06,2.46250000e+00,1.00450000e+02,1.97125000e+01,1.96625000e+01,2.90281250e+00
-1.76136000e-06,2.53750000e+00,1.01050000e+02,1.97125000e+01,1.97125000e+01,2.90343750e+00
-1.76104000e-06,1.67500000e+00,1.00400000e+02,1.97125000e+01,1.96125000e+01,2.90375000e+00
-1.76072000e-06,2.41250000e+00,1.00450000e+02,1.97750000e+01,1.97375000e+01,2.90468750e+00
-1.76040000e-06,2.88750000e+00,1.00700000e+02,1.98000000e+01,1.96500000e+01,2.90562500e+00
-1.76008000e-06,2.12500000e+00,1.00450000e+02,1.97250000e+01,1.97250000e+01,2.90625000e+00
-1.75976000e-06,2.75000000e+00,1.00400000e+02,1.96750000e+01,1.97375000e+01,2.90687500e+00
-1.75944000e-06,2.06250000e+00,1.00700000e+02,1.97125000e+01,1.96500000e+01,2.90718750e+00
-1.75912000e-06,2.90000000e+00,1.00500000e+02,1.96750000e+01,1.97125000e+01,2.90687500e+00
-1.75880000e-06,2.52500000e+00,1.00050000e+02,1.96375000e+01,1.97750000e+01,2.90656250e+00
-1.75848000e-06,2.12500000e+00,1.00950000e+02,1.96000000e+01,1.96625000e+01,2.90593750e+00
-1.75816000e-06,2.28750000e+00,1.00350000e+02,1.97000000e+01,1.96750000e+01,2.90531250e+00
